tiempo,EMG,Integrated EMG,,,,
23.21123357,-3.65035,3.65038,,,,
23.21223354,-3.64399,3.65028,,,,
23.21323351,-3.64905,3.65001,,,,
23.21423347,-3.66061,3.64992,,,,
23.21523344,-3.66641,3.65024,,,,
23.21623341,-3.66308,3.65062,,,,
23.21723338,-3.6605,3.65093,,,,
23.21823334,-3.66945,3.65146,,,,
23.21923331,-3.68173,3.65222,,,,
23.22023328,-3.69015,3.65284,,,,
23.22123324,-3.69429,3.65338,,,,
23.22223321,-3.69451,3.65417,,,,
23.22323318,-3.68433,3.65519,,,,
23.22423314,-3.66038,3.65588,,,,
23.22523311,-3.63781,3.6559,,,,
23.22623308,-3.62834,3.65572,,,,
23.22723304,-3.64134,3.65602,,,,
23.22823301,-3.66549,3.65659,,,,
23.22923298,-3.65888,3.65651,,,,
23.23023295,-3.62826,3.65547,,,,
23.23123291,-3.6192,3.65434,,,,
23.23223288,-3.62456,3.65408,,,,
23.23323285,-3.61219,3.65439,,,,
23.23423281,-3.59686,3.65451,,,,
23.23523278,-3.60529,3.6545,,,,
23.23623275,-3.61006,3.65442,,,,
23.23723271,-3.5894,3.65404,,,,
23.23823268,-3.58981,3.65376,,,,
23.23923265,-3.62191,3.65402,,,,
23.24023262,-3.61644,3.65409,,,,
23.24123258,-3.56358,3.65298,,,,
23.24223255,-3.548,3.6513,,,,
23.24323252,-3.60783,3.65056,,,,
23.24423248,-3.67636,3.65093,,,,
23.24523245,-3.67341,3.65132,,,,
23.24623242,-3.60841,3.65098,,,,
23.24723238,-3.5796,3.65028,,,,
23.24823235,-3.62543,3.65002,,,,
23.24923232,-3.66215,3.65023,,,,
23.25023229,-3.65103,3.65019,,,,
23.25123225,-3.63867,3.64943,,,,
23.25223222,-3.63509,3.64814,,,,
23.25323219,-3.62724,3.64692,,,,
23.25423215,-3.62389,3.64624,,,,
23.25523212,-3.62908,3.64627,,,,
23.25623209,-3.63397,3.64677,,,,
23.25723205,-3.6485,3.64737,,,,
23.25823202,-3.68112,3.64811,,,,
23.25923199,-3.69318,3.64887,,,,
23.26023196,-3.67872,3.64934,,,,
23.26123192,-3.67645,3.64968,,,,
23.26223189,-3.66823,3.65007,,,,
23.26323186,-3.63408,3.65031,,,,
23.26423182,-3.61358,3.65056,,,,
23.26523179,-3.62087,3.65128,,,,
23.26623176,-3.64473,3.65226,,,,
23.26723172,-3.69068,3.65306,,,,
23.26823169,-3.71177,3.65351,,,,
23.26923166,-3.66419,3.65353,,,,
23.27023163,-3.61354,3.65355,,,,
23.27123159,-3.61397,3.65401,,,,
23.27223156,-3.63847,3.65483,,,,
23.27323153,-3.66985,3.65588,,,,
23.27423149,-3.69302,3.65674,,,,
23.27523146,-3.68271,3.65676,,,,
23.27623143,-3.65463,3.65615,,,,
23.27723139,-3.63533,3.65547,,,,
23.27823136,-3.63292,3.65462,,,,
23.27923133,-3.64603,3.65387,,,,
23.28023129,-3.66693,3.65409,,,,
23.28123126,-3.68485,3.65505,,,,
23.28223123,-3.68543,3.65567,,,,
23.2832312,-3.67549,3.65564,,,,
23.28423116,-3.6679,3.65521,,,,
23.28523113,-3.66507,3.65452,,,,
23.2862311,-3.67662,3.65389,,,,
23.28723106,-3.69089,3.6534,,,,
23.28823103,-3.68087,3.65271,,,,
23.289231,-3.64579,3.65177,,,,
23.29023096,-3.61394,3.65093,,,,
23.29123093,-3.61804,3.65047,,,,
23.2922309,-3.63326,3.65019,,,,
23.29323087,-3.60578,3.6496,,,,
23.29423083,-3.58935,3.64877,,,,
23.2952308,-3.65561,3.64844,,,,
23.29623077,-3.71996,3.64876,,,,
23.29723073,-3.69079,3.64894,,,,
23.2982307,-3.63484,3.64868,,,,
23.29923067,-3.63566,3.6484,,,,
